RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,year
45,Natasha HowardMIN,F,22,21,9.5,4,7.5,53,0.3,0.9,35,1.3,1.6,77.8,7.1,1,1.7,0.6,2.1,3,0,2020
47,Amanda Zahui B.IND,C,21,25.3,9,3.1,8.8,35.3,1.6,4.8,34,1.2,1.7,69.4,8.5,1.9,0.9,1.2,2.6,3,0,2020
48,Julie AllemandTOR,G,22,32.5,8.5,2.8,6,45.9,2,4.2,47.8,1,1.4,73.3,4.5,5.8,1.1,0.4,2.6,0,0,2020
49,Tianna HawkinsWSH,F,17,19.4,8.5,3.1,7.6,40.8,1,3.4,29.8,1.3,1.5,84.6,3.5,1,0.8,0.4,1.2,1,0,2020
50,Monique BillingsIND,F,22,27.1,8.5,3.1,7.7,40,0,0,0,2.3,3,76.1,8.5,1.2,1.1,0.8,1.9,4,0,2020
1,Tina CharlesCONN,C,27,33.3,23.4,8.8,19.6,44.9,1.9,5.1,36.5,3.9,4.7,82,9.6,2.1,0.9,0.9,2.2,1,0,2021
2,Brittney GrinerCONN,C,30,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,9.5,2.7,0.4,1.9,2.2,1,0,2021
3,Breanna StewartNY,F,28,33.4,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,9.5,2.7,1.2,1.8,1.7,0,0,2021
4,Jonquel JonesNY,C,27,31.7,19.4,7.1,13.8,51.5,1.6,4.3,36.2,3.6,4.5,80.2,11.2,2.8,1.3,1.3,2.9,1,0,2021
5,Arike OgunbowaleDAL,G,32,31.3,18.7,6.2,16.3,38.3,2.5,6.7,37.6,3.8,4.4,86.4,3.2,3.3,1.2,0,2.1,0,0,2021
6,A'ja WilsonLV,C,32,31.9,18.3,6.5,14.6,44.4,0,0,100,5.3,6,87.6,9.3,3.1,0.9,1.3,1.4,0,0,2021
7,Jewell LoydLV,G,31,31,17.9,6.2,14.8,42,2.1,5.6,37.6,3.4,3.8,88.9,4,3.8,1.5,0.2,2.3,0,0,2021
8,Kelsey MitchellIND,G,32,33.1,17.8,6.6,15.4,43.1,2.2,6.5,33.5,2.3,2.7,88.2,2.6,2.5,1.1,0.2,2,0,0,2021
9,Skylar DigginsCHI,G,32,32.5,17.7,5.5,12.3,45.2,1.6,4.2,37,5.1,6.2,81.8,3.2,5.3,1.1,0.8,2.6,0,0,2021
10,Betnijah Laney-HamiltonNY,F,32,33.7,16.8,6.3,14.1,45.1,1.1,3.4,31.2,3,3.8,78.7,4.1,5.2,0.7,0.1,3.7,1,0,2021
11,Courtney WilliamsMIN,G,32,34.4,16.5,7.1,17.1,41.8,1.2,3.2,38.2,1.1,1.7,64.2,6.8,4,1.1,0.5,1.8,0,0,2021
12,Ariel AtkinsLA,G,30,30.6,16.2,5.4,13.2,40.7,2.2,6.1,35.9,3.3,3.9,83.1,2.8,2.6,1.6,0.5,2,0,0,2021
13,Napheesa CollierMIN,F,29,34.6,16.2,6,13.7,44.1,0.7,2.9,25.3,3.4,3.9,86,6.6,3.2,1.3,1.3,2.3,1,0,2021
14,Sylvia FowlesMIN,C,31,30.1,16,6.7,10.5,64,0,0,0,2.6,3.4,75.5,10.1,1.4,1.8,1.8,2.3,0,0,2021
15,DeWanna BonnerPHX,F,32,31.9,15.2,5,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,6.4,3.4,1.3,0.7,2.2,0,0,2021
16,Kelsey PlumLA,G,26,25.5,14.8,4.9,11.3,43.7,1.7,4.4,38.6,3.3,3.5,94.4,2.5,3.6,1,0,1.7,0,0,2021
17,Brionna JonesATL,F,32,30.6,14.7,6.1,10.6,57.1,0,0.1,0,2.6,3.2,79.6,7.3,1.8,1.4,0.5,2.2,1,0,2021
18,Kahleah CopperPHX,G,32,30.8,14.4,5.4,11.8,45.9,0.8,2.7,30.6,2.8,3.4,81.8,4.2,1.8,0.9,0.3,1.9,0,0,2021
19,Liz CambageLA,C,25,23.8,14.2,5.6,10.3,54.3,0.2,0.6,35.7,2.8,4,71,8.2,1.3,0.9,1.6,1.8,0,0,2021
20,Kayla McBrideMIN,G,32,31.6,13.7,4.5,10.3,43.3,1.9,5,37.9,2.8,3.1,91,3.6,2.3,0.8,0.2,1.1,0,0,2021
21,Erica WheelerLA,G,32,30.2,13.6,5,12,41.7,1,2.9,35.5,2.5,3.1,82.7,3.1,4.8,1.3,0.3,2.7,0,0,2021
22,Candace ParkerLV,F,23,26.7,13.3,5,11,45.9,1,3.2,32.9,2.2,2.7,79.4,8.4,4,0.7,1.2,2.4,0,0,2021
23,Marina MabreyTOR,G,32,24.2,13.3,4.9,12.2,40.5,2,5.8,34.2,1.4,1.6,88.2,3.9,2.9,1,0.3,2.1,0,0,2021
24,Allie QuigleyCHI,G,26,24.4,13.2,4.7,10.4,44.8,2.1,4.6,45.4,1.8,1.9,95.9,2.7,2.3,0.5,0.3,1.2,0,0,2021
25,Jackie YoungLV,G,32,31.8,12.2,4.8,9.6,50.5,0.2,0.6,25,2.3,2.8,83.3,4.1,3.2,1.1,0.3,1.5,0,0,2021
26,Tiffany MitchellSEA,G,28,27.3,12,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88,2.9,2,0.6,0,1.9,0,0,2021
27,Allisha GrayATL,G,25,27.8,11.9,4.2,9.7,43.8,1.2,3.3,36.6,2.2,2.6,86.2,5.2,1.7,1,0.8,1.4,0,0,2021
28,Sabrina IonescuNY,G,30,30,11.7,3.8,9.9,37.9,1.8,5.5,32.5,2.4,2.6,91.1,5.7,6.1,0.6,0.5,3.2,5,1,2021
29,Sami WhitcombPHX,G,30,28.1,11.7,4.1,8.7,47.3,2.5,6,42.5,0.9,1.1,81.8,5,2.7,1,0.3,2.1,0,0,2021
30,Dearica HambyLA,F,29,24.5,11.6,4.4,8,54.5,0.3,1.2,25,2.6,3.9,65.5,6.7,1.7,1.1,0.1,1.5,0,0,2021
31,Diamond DeShieldsCONN,G,32,26.9,11.3,3.8,9.8,39.3,0.8,2.5,30,2.8,3.5,82,3.5,2.3,1.2,0.4,1.9,0,0,2021
31,Teaira McCowanDAL,C,32,26.5,11.3,4.3,8,53.7,0,0,0,2.7,4.1,64.4,9.6,1.1,0.6,1.6,1.7,0,0,2021
33,Chelsea GrayLV,G,32,28.9,11.1,4.6,10.2,45.4,0.8,2.2,38,1,1.1,88.9,2.9,5.9,1.2,0.3,2.8,0,0,2021
34,Isabelle HarrisonTOR,F,28,23.8,10.9,4.6,8.6,53.8,0,0,0,1.7,2.1,78.3,5.9,1.1,1.1,0.7,1.5,0,0,2021
35,Jasmine ThomasLA,G,30,29.6,10.6,3.8,9.8,38.6,1.4,3.5,40,1.6,1.9,87.5,2.4,4,1.3,0.2,2.2,0,0,2021
36,Riquna WilliamsLV,G,32,26,10.5,3.6,8,44.4,2,4.7,41.7,1.4,1.6,92,2.6,1.6,0.8,0.4,0.7,0,0,2021
37,Courtney VanderslootCHI,G,32,30.5,10.5,4,9.3,43.3,1.1,3.3,34.6,1.3,1.5,85.7,3.4,8.6,1.7,0.4,3,0,0,2021
38,Sue BirdSEA,G,30,27.7,10,3.5,8.2,43.1,2.2,5.3,41.9,0.7,0.8,83.3,2.6,5.3,0.9,0.1,1.6,0,0,2021
39,Danielle RobinsonATL,G,24,27.5,9.9,3.7,8.8,41.7,0.2,1,20,2.3,2.6,88.9,3.5,3.7,1.5,0.1,1.8,0,0,2021
40,Kia NurseTOR,G,32,26.1,9.5,3.1,8.5,35.9,1.8,5.2,35.3,1.5,1.9,79,3.5,1.8,0.5,0.1,1.5,0,0,2021
41,Brittney SykesTOR,G,32,29.3,9.4,3.6,8.9,40.5,0.3,1.3,26.2,1.9,2.5,77.2,4.6,2.2,1.8,0.5,1.4,0,0,2021
42,Amanda Zahui B.IND,C,30,23.8,9.2,3.5,8.3,42.7,1,3.6,28,1.1,1.4,76.7,5.1,1,0.6,1.2,1.8,0,0,2021
43,Rebecca AllenNY,G,25,24.2,9.2,3,8.6,34.3,1.9,5,38.1,1.3,1.5,89.2,3.7,1.1,1.6,1.2,0.8,0,0,2021
44,Te'a CooperLA,G,31,22,9.1,3.1,8.3,37.9,0.8,2.4,32.4,2,2.7,75,1.7,1.4,0.9,0.2,1.8,0,0,2021
45,Crystal BradfordLV,F,24,18.3,8.8,3.4,8,42.9,1.2,3.4,35.8,0.8,1.6,46.2,3.8,1.5,1.2,0.4,1,0,0,2021
46,Odyssey SimsDAL,G,30,25.1,8.7,3.5,9.5,37,0.5,2.3,23.2,1.2,1.6,72.9,2.5,3.6,1.2,0.1,1.6,0,0,2021
47,Natasha CloudNY,G,27,31.6,8.7,3,7.7,38.9,1,3.5,27.4,1.7,2,83.6,3.6,6.4,1.4,0.1,2.2,0,0,2021
48,Michaela OnyenwereWSH,F,32,22.5,8.6,2.8,7.1,39.9,1.2,3.5,32.7,1.8,2.1,83.6,2.9,0.6,0.4,0.3,1.1,0,0,2021
49,Nia CoffeyMIN,F,32,25.2,8.3,2.9,6.9,42.1,1.6,3.8,41.7,0.9,1.1,77.8,3.8,0.9,0.8,1.2,1.4,0,0,2021
50,Monique BillingsIND,F,31,23.9,8.1,3.2,6.5,49.5,0,0.1,0,1.7,2.5,67.5,6.5,1,1.2,1,1.4,0,0,2021
1,Breanna StewartNY,F,34,30.9,21.8,7.5,15.9,47.2,2,5.2,37.9,4.8,5.8,83.7,7.6,2.9,1.6,0.9,1.3,6,0,2022
2,Kelsey PlumLA,G,36,32.8,20.2,6.8,14.8,46,3.1,7.5,42,3.5,4.1,83.9,2.7,5.1,1,0.1,2.6,2,0,2022
3,Skylar DigginsCHI,G,30,34,19.7,6.9,16.2,42.9,1.3,4.5,29.6,4.5,5.3,84.4,4,5.5,1.5,1,2.7,3,0,2022
4,Arike OgunbowaleDAL,G,30,31.4,19.7,6.8,17,40,2.8,7.9,35.2,3.3,4.1,79.8,3.3,3.6,1.5,0.1,1.8,0,0,2022
5,A'ja WilsonLV,C,36,30,19.5,7.2,14.4,50.1,0.9,2.3,37.3,4.2,5.2,81.3,9.4,2.1,1.4,1.9,1.7,17,0,2022
6,Kelsey MitchellIND,G,31,32.6,18.4,6.3,14.4,43.8,2.3,5.7,40.9,3.4,3.9,86.1,1.9,4.2,0.9,0.2,2.4,0,0,2022
7,Nneka OgwumikeLA,F,34,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,6.6,2,1.7,0.4,1.8,6,0,2022
8,Sabrina IonescuNY,G,36,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,7.1,6.3,1.1,0.3,3,7,2,2022
9,Diana TaurasiPHX,G,31,31,16.7,4.8,13,37.3,3,8.8,33.7,4.1,4.6,89.4,3.4,3.9,0.7,0.6,2.7,0,0,2022
10,Jewell LoydLV,G,36,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,2.6,3.4,1.1,0.2,2.2,0,0,2022
11,Rhyne HowardATL,G,34,31.4,16.2,5.4,15,36.1,2.5,7.3,34.3,2.9,3.7,79.2,4.5,2.8,1.6,0.8,1.6,0,0,2022
12,Jackie YoungLV,G,34,33.2,15.9,5.6,11.8,47.6,1.5,3.4,43.1,3.2,3.8,85.9,4.4,3.9,1.4,0.2,1.3,0,0,2022
13,Kahleah CopperPHX,G,31,28.7,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,5.7,2.3,0.5,0,2,4,0,2022
14,Natasha HowardMIN,F,35,29.9,15.1,5.9,12.2,48.2,0.9,2.6,32.6,2.5,3.5,71.5,7.3,2.3,1.3,1,3.2,10,0,2022
15,Tina CharlesCONN,C,34,28.9,14.8,5.8,12.7,45.7,1.1,3.2,35.5,2,2.4,82.7,7.3,2,0.7,0.7,2.1,5,0,2022
16,Ariel AtkinsLA,G,36,30,14.6,5.1,12.2,42,1.9,5.3,36.5,2.4,2.9,84.5,3.3,2.3,1.3,0.3,1.4,0,0,2022
17,Jonquel JonesNY,C,33,26.4,14.6,5.3,10.4,51.3,1.2,3.4,36.9,2.7,3.4,80.2,8.6,1.8,1.1,1.2,2.6,11,0,2022
18,Aerial PowersIND,G,35,26.9,14.4,4.9,12.6,38.5,0.9,3.1,30.8,3.8,4.6,81.5,4.7,2.9,1.2,0.3,2.6,3,0,2022
19,Sylvia FowlesMIN,C,30,27.7,14.4,6.1,9.9,62.2,0,0,0,2.1,3.2,66,9.8,1.2,1,1.2,2.1,13,0,2022
20,Brionna JonesATL,F,36,25.1,13.8,5.2,9.1,56.9,0,0.2,0,3.4,4.1,84.4,5.1,1.2,1.2,0.4,1.5,0,0,2022
21,Chelsea GrayLV,G,35,29.7,13.7,5.2,10.7,49.1,1,2.9,34,2.3,2.5,91,3.2,6.1,1.6,0.3,2.3,1,0,2022
22,Marina MabreyTOR,G,34,28,13.6,5.2,12.5,42,1.8,5.1,35.1,1.4,2,68.1,3.6,3.7,0.8,0.4,2.4,1,0,2022
23,NaLyssa SmithLV,F,32,30.7,13.5,5,11.9,41.9,1.2,3,38.1,2.4,3.8,61.8,7.9,1.4,0.5,0.3,2.4,8,0,2022
24,DeWanna BonnerPHX,F,33,30,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,4.7,2.8,1.2,0.3,1.6,2,0,2022
25,Alyssa ThomasPHX,F,36,32.1,13.4,5.2,10.4,50,0,0.1,0,3,4.1,73,8.2,6.1,1.7,0.2,2.9,12,2,2022
26,Allisha GrayATL,G,33,32.9,13.3,4.4,10.5,42.3,1.9,4.8,40.8,2.5,3.2,79.8,4.8,2.5,1.1,0.7,1.3,1,0,2022
27,Kayla McBrideMIN,G,31,29.8,13.3,4.4,10.9,40.5,1.5,4.3,35.6,2.9,3.2,90.9,2.8,2.1,1,0.1,1.5,0,0,2022
28,Candace ParkerLV,F,32,28.3,13.2,5,10.8,45.8,1.3,4.2,31.1,1.9,2.4,81.6,8.6,4.5,1,1,2.4,12,2,2022
29,Diamond DeShieldsCONN,G,30,25.3,13.1,4.7,12.2,38.8,0.7,3,23.6,2.9,3.8,76.5,3.8,2.2,1,0.5,2.3,1,0,2022
30,Brittney SykesTOR,G,32,28.8,12.7,4.8,11,43.3,0.4,1.6,26.9,2.7,3.5,77,3.7,3.7,2,0.7,2.6,0,0,2022
31,Sophie CunninghamIND,G,28,29.5,12.6,4.3,9.5,44.9,2.5,6.3,40,1.5,1.7,87.5,4.4,1.6,1,0.4,1,0,0,2022
32,Emma MeessemanNY,C,36,28.6,12.4,5.4,9.4,57.1,0.4,1.1,34.2,1.3,1.5,88.7,5.6,3.8,1.4,0.8,1.4,3,0,2022
33,Cheyenne Parker-TyusLV,F,36,26.2,11.8,4.9,9.8,50,0.3,1.5,21.8,1.7,2.2,79.5,6.2,2,1,0.9,2,5,0,2022
34,Courtney VanderslootCHI,G,32,26.5,11.8,4.3,8.8,48.1,0.9,2.5,36.7,2.3,3.1,76.5,3.9,6.5,1.2,0.5,2.7,4,0,2022
35,Allie QuigleyCHI,G,34,26.3,11.4,3.8,8.9,42.8,1.5,4.1,35.5,2.2,2.4,95,2.5,2.9,0.7,0.2,1.3,0,0,2022
36,Courtney WilliamsMIN,G,34,27.9,11.1,4.9,11.4,42.6,0.6,1.9,33.8,0.8,1.1,75,4.6,3.3,1,0.4,1.7,1,0,2022
37,Aari McDonaldIND,G,36,24.3,11.1,3.6,8.9,41.1,1.3,3.9,33.8,2.4,2.8,87.1,2.3,2.6,1.4,0,2.1,0,0,2022
38,Teaira McCowanDAL,C,33,18.9,11,4.2,7,60.2,0,0,0,2.5,4.2,60,7,0.8,0.3,0.7,1.7,10,0,2022
39,Natasha CloudNY,G,34,31.3,10.7,3.6,9.1,39.9,1.3,4,31.9,2.2,2.7,82.4,3.6,7,1,0.3,2.8,4,0,2022
40,Azura StevensCHI,F,35,21.9,10.6,4.3,9.1,47.2,1.2,3.3,36.2,0.8,1.1,74.4,3.9,0.8,0.5,1.1,0.7,1,0,2022
41,Moriah JeffersonCHI,G,31,26.1,10.4,3.8,8.4,45.2,1.2,2.5,47.4,1.7,2.1,81.5,2.4,4.7,1.2,0.1,2.2,1,1,2022
42,Shey PeddyCONN,G,34,28.6,9.9,3.4,8.2,41.8,1.4,4.3,32.9,1.6,1.9,88.9,3.8,3.4,1.6,0.2,1.4,2,0,2022
43,Victoria ViviansSEA,G,35,26.9,9.8,3.6,10.7,33.6,1.3,4.5,28,1.3,1.8,74.2,3.6,2.4,1.1,0.3,2.1,0,0,2022
44,Katie Lou SamuelsonSEA,F,32,29.5,9.7,3.3,9,37.3,1.8,5,35.2,1.3,1.5,83.7,3,1.9,1,0.2,1.1,0,0,2022
45,Ezi MagbegorSEA,F,33,24.8,9.5,4,7.3,55,0.3,0.9,34.5,1.2,1.6,73.6,5.6,1.4,0.9,1.8,1.4,2,0,2022
46,Dearica HambyLA,F,34,26.5,9.3,3.4,7.3,46.6,0.5,2.1,21.9,2,2.7,72,7.1,1.1,1.1,0.1,1.5,5,0,2022
47,Jordin CanadaATL,G,32,27,9.2,3.3,8.5,38.4,0.2,1.6,14,2.5,3.1,80.6,2.3,5.5,1.4,0.2,2.3,1,0,2022
48,Natisha HiedemanSEA,G,36,25,9.1,3.3,7.6,43.1,1.9,4.7,41.1,0.7,0.8,80,1.8,3.3,1.2,0.1,1.3,0,0,2022
49,Myisha Hines-AllenIND,F,34,19.3,8.9,3.4,8.1,41.5,0.9,2.3,36.7,1.3,1.9,70.3,5.3,1.9,0.8,0.3,1.7,1,0,2022
50,Isabelle HarrisonTOR,F,35,18.4,8.7,3.3,7.1,46.6,0.1,0.1,100,2.1,2.4,86.7,4.3,1.3,0.7,0.1,1.3,3,0,2022
1,Jewell LoydLV,G,38,35.4,24.7,7.5,20.3,37,3,8.5,35.6,6.7,7.5,88.8,4.7,3.4,1,0.4,2.8,1,0,2023
2,Breanna StewartNY,F,40,34.1,23,7.9,17,46.5,2.1,5.8,35.5,5.1,6,85.1,9.3,3.8,1.5,1.6,1.5,19,0,2023
3,A'ja WilsonLV,C,40,30.7,22.8,8.4,15,55.7,0.2,0.7,31,5.8,7.2,81.2,9.5,1.6,1.4,2.2,1.6,22,0,2023
4,Napheesa CollierMIN,F,37,33.5,21.5,8,16.6,48.5,0.9,3.1,29.8,4.5,5.4,84,8.5,2.5,1.6,1.2,2.4,11,0,2023
5,Arike OgunbowaleDAL,G,40,37.2,21.2,7.5,18.8,39.8,2.9,8.5,34.3,3.4,3.8,87.6,3.4,4.5,1.7,0.1,2.6,2,0,2023
6,Nneka OgwumikeLA,F,36,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87,8.8,2.7,1.7,0.7,2.2,16,0,2023
7,Kahleah CopperPHX,G,38,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4,77,4.4,2,0.9,0.3,2.5,1,0,2023
8,Kelsey PlumLA,G,39,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,2.4,4.5,1.1,0,2.1,2,0,2023
9,Satou SaballyNY,F,38,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5,87.4,8.1,4.4,1.8,0.4,2.9,14,1,2023
10,Kelsey MitchellIND,G,40,33.7,18.2,6.1,13.9,44.1,2.6,6.4,39.8,3.4,4.1,82.4,1.6,3.1,0.9,0.1,2.3,0,0,2023
11,Jackie YoungLV,G,40,31.5,17.6,6.2,11.9,52.3,2.2,5,44.9,2.9,3.4,86.7,4,3.8,1.3,0.1,1.8,1,0,2023
12,Brittney GrinerCONN,C,31,27.6,17.5,7.1,12.6,56,0,0.3,11.1,3.4,4.4,77.2,6.3,2.2,0.5,1.6,2.1,7,0,2023
13,Rhyne HowardATL,G,39,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,4.9,3.5,1.3,0.6,1.9,2,0,2023
14,DeWanna BonnerPHX,F,40,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,5.6,2.2,1.1,0.6,1.5,3,0,2023
15,Allisha GrayATL,G,38,32.7,17.1,5.8,12.4,46.5,1.1,3.1,35.6,4.4,5.4,82.4,4.9,3.1,1.1,0.4,1.9,2,0,2023
16,Sabrina IonescuNY,G,36,31.5,17,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3,87.2,5.6,5.4,1,0.3,2.6,2,1,2023
17,Natasha HowardMIN,F,39,33.1,16.5,6.3,13.8,45.8,1,3.3,29.9,2.8,3.5,81.5,8,2.6,1.3,1.2,2.8,12,1,2023
18,Brittney SykesTOR,G,40,31.3,15.9,5.7,13.1,43.9,1.4,4,35,3.1,3.8,79.7,5,3.8,2.1,0.3,2.4,2,0,2023
19,Alyssa ThomasPHX,F,40,36.2,15.5,6.1,12.8,47.4,0,0.1,0,3.3,4.7,71.5,9.9,7.9,1.8,0.5,3.4,28,6,2023
20,NaLyssa SmithLV,F,31,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4,67.7,9.2,1.4,0.3,0.3,2.7,13,0,2023
21,Chelsea GrayLV,G,40,32.2,15.3,5.6,11.5,49,1.6,3.8,42.1,2.4,2.7,89.7,4,7.3,1.4,0.6,2.5,10,1,2023
22,Cheyenne Parker-TyusLV,F,40,26.7,15,5.8,12,48.2,0.4,1.4,27.8,3,3.7,82.9,6.7,1.8,1.1,1.5,2.3,7,0,2023
22,Marina MabreyTOR,G,39,30,15,5.2,12.6,41.1,2.3,5.8,39,2.4,2.8,83.6,3.7,3.6,0.7,0.5,2.2,0,0,2023
24,Aliyah BostonIND,F,40,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40,2.7,3.6,74.5,8.4,2.2,1.3,1.3,1.9,11,0,2023
25,Kayla McBrideMIN,G,38,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,3.2,2.2,1.2,0.2,1.7,0,0,2023
26,Ezi MagbegorSEA,F,40,32.6,13.8,5.4,10.6,51.3,0.8,2,38.5,2.2,3.1,69.9,8.1,2.6,1.1,1.9,2.4,10,0,2023
27,Jordin CanadaATL,G,38,32.6,13.3,4.3,10.6,40.4,1.1,3.2,33.3,3.6,4.2,87.3,3.1,6,2.3,0.2,2.7,1,0,2023
28,Betnijah Laney-HamiltonNY,F,40,30,12.8,5,10,49.9,1.5,3.8,39.2,1.3,1.7,79.1,3.3,2.4,0.9,0.1,1.9,0,0,2023
29,Natasha CloudNY,G,37,32.4,12.7,4,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90,3.7,6.2,1.1,0.3,2.6,2,0,2023
30,Diamond MillerCONN,F,32,26.1,12.1,4.4,10.8,40.3,1,3.2,30.7,2.4,3,79.2,3.5,2.5,0.9,0.3,2.3,0,0,2023
31,Tiffany HayesGS,G,40,27.1,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,3,2.6,0.9,0.1,1.4,0,0,2023
32,Teaira McCowanDAL,C,30,26.1,11.9,5,9.1,55.1,0,0.1,0,1.9,3.3,58.6,9.1,1.5,0.5,1.2,1.5,13,0,2023
33,Jonquel JonesNY,C,40,25,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2,86.3,8.4,1.8,0.6,1.3,2.1,11,0,2023
34,Sophie CunninghamIND,G,31,29,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,2.8,2.1,0.6,0.4,1.5,0,0,2023
35,Azura StevensCHI,F,35,26,10.8,4.3,10.5,40.4,1,3.1,32.1,1.3,1.7,75.4,5.9,1.1,1.2,0.9,1.5,3,0,2023
36,Courtney VanderslootCHI,G,39,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,3.5,8.1,1.3,0.6,2.7,8,0,2023
37,Moriah JeffersonCHI,G,39,24.9,10.5,4.2,9.8,43.3,1,2.8,35.2,1.1,1.3,82,2,3.6,1.1,0.2,1.6,0,0,2023
38,Courtney WilliamsMIN,G,40,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60,6,6.3,1,0.3,2.5,6,2,2023
39,Erica WheelerLA,G,40,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,3,5,1.1,0.1,2.1,3,0,2023
40,Elizabeth WilliamsCHI,C,40,29.7,9.8,4.2,8.1,51.4,0,0,0,1.5,2.3,63,5.8,2.5,1.3,1.5,1.4,2,0,2023
41,Sami WhitcombPHX,G,40,24.5,9.7,3.2,8,40,2.2,5.8,38.5,1.1,1.3,83,2.9,2.9,0.9,0.4,2,1,0,2023
42,Alanna SmithDAL,F,38,26.5,9.2,3.5,7,49.8,0.8,2.7,29.4,1.4,2.1,67.9,6.6,1.8,1.3,1.3,1.5,2,0,2023
43,Dana EvansLV,G,39,21.5,9,3,8.3,36,1.1,3.7,29.4,1.9,2.3,85.4,1.2,3,0.7,0.1,1.6,0,0,2023
44,Dearica HambyLA,F,40,24.8,8.9,3.3,7.7,43.1,0.2,1,22,2.1,3.2,64.8,5.9,1.8,0.9,0.3,1.5,2,0,2023
45,Michaela OnyenwereWSH,F,40,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2,75.9,3.7,1.3,0.8,0.5,2,1,0,2023
46,Natisha HiedemanSEA,G,40,26.7,8.5,3.1,7.9,39.2,1.5,4,36.6,0.9,1.2,73.9,2.1,2.7,0.9,0.1,1.4,0,0,2023
47,DiJonai CarringtonCHI,G,32,17.2,8.3,2.9,7,41.7,0.7,1.9,37.1,1.8,2.3,75.7,2.9,1.3,0.6,0.1,1.1,0,0,2023
48,Tianna HawkinsWSH,F,40,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1,1.3,75,5,1.4,0.8,0.4,1.2,3,0,2023
48,Crystal DangerfieldLA,G,35,27.8,8.2,3.4,8,42.5,0.8,2.7,29,0.6,0.8,81.5,2.9,3.1,0.9,0.2,1.2,0,0,2023
48,Sug SuttonPOR,G,40,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,2.6,4.8,0.7,0.1,2.5,1,1,2023
1,A'ja WilsonLV,C,38,34.4,26.9,10.1,19.6,51.8,0.5,1.6,31.7,6.1,7.2,84.4,11.9,2.3,1.8,2.6,1.3,23,0,2024
2,Arike OgunbowaleDAL,G,38,38.6,22.2,7.3,19.2,38.3,2.9,8.5,34.6,4.6,5,92.1,4.6,5.1,2.1,0.3,2.7,2,0,2024
3,Kahleah CopperPHX,G,37,32.4,21.1,7.4,17,43.5,1.9,5.9,31.4,4.5,5.6,80.7,4.5,2.3,0.8,0.1,3,1,0,2024
4,Breanna StewartNY,F,38,32.7,20.4,7,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,8.5,3.5,1.7,1.3,1.7,15,0,2024
5,Napheesa CollierMIN,F,34,34.7,20.4,7.9,16,49.2,0.9,2.9,31,3.7,4.6,80.4,9.7,3.4,1.9,1.4,2.1,18,0,2024
6,Jewell LoydLV,G,37,33.7,19.7,6.1,16.8,36,1.6,5.8,27.4,6,6.8,88.1,4.5,3.6,1.4,0.2,2.3,2,0,2024
7,Caitlin ClarkIND,G,40,35.4,19.2,6.1,14.5,41.7,3.1,8.9,34.4,4.1,4.5,90.6,5.7,8.4,1.3,0.7,5.6,14,2,2024
8,Kelsey MitchellIND,G,40,32,19.2,7.1,15.1,46.8,2.7,6.8,40.2,2.4,2.8,83.2,2.5,1.8,0.7,0.2,1.6,0,0,2024
